show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,duration_value,duration_unit,date_added_parsed,year_added,month_added,country_list,listed_in_list,cast_list,gold_rating,pred_rating_global_mode,pred_rating_type_mode
70033611,Movie,"Justice, My Foot!",Johnnie To,"Stephen Chow, Anita Mui, Carrie Ng, Wai Ai, Benjamin Chan, Ka Sang Cheung, Wing Cho, Paul Chun, Eddy Ko, Chi Ming Lau",Hong Kong,"August 31, 2018",1992,,95 min,"Action & Adventure, Comedies, International Movies",Slick lawyer Sung fears he's been cursed with bad karma and considers giving up his practice – until he's approached by a widow accused of murder.,95,min,2018-08-31,2018.0,8.0,['Hong Kong'],"['Action & Adventure', 'Comedies', 'International Movies']","['Stephen Chow', 'Anita Mui', 'Carrie Ng', 'Wai Ai', 'Benjamin Chan', 'Ka Sang Cheung', 'Wing Cho', 'Paul Chun', 'Eddy Ko', 'Chi Ming Lau']",TV-14,TV-MA,TV-MA
81059812,Movie,World's Weirdest Homes,Storm Theunissen,Charlie Luxton,,"February 1, 2019",2015,,49 min,Movies,"From a bubble-shaped palace to an island built on plastic bottles, tour the world’s most fantastically bizarre residences.",49,min,2019-02-01,2019.0,2.0,[],['Movies'],['Charlie Luxton'],TV-PG,TV-MA,TV-MA
80227113,Movie,Ekşi Elmalar,Yılmaz Erdoğan,"Yılmaz Erdoğan, Farah Zeynep Abdullah, Songül Öden, Şükran Ovalı, Devrim Yakut, Şükrü Özyıldız, Fatih Artman, Cezmi Baskın, Caner Cindoruk, Ersin Korkut",Turkey,"April 4, 2018",2016,,109 min,"Dramas, International Movies","In an eastern Turkish town, suitors knock on the door of the mayor and father of three beautiful daughters who choose to follow their own paths.",109,min,2018-04-04,2018.0,4.0,['Turkey'],"['Dramas', 'International Movies']","['Yılmaz Erdoğan', 'Farah Zeynep Abdullah', 'Songül Öden', 'Şükran Ovalı', 'Devrim Yakut', 'Şükrü Özyıldız', 'Fatih Artman', 'Cezmi Baskın', 'Caner Cindoruk', 'Ersin Korkut']",TV-PG,TV-MA,TV-MA
80038298,Movie,Düğün Dernek,"Selçuk Aydemir, Birkan Pusa","Ahmet Kural, Murat Cemcir, Rasim Öztekin, Devrim Yakut, Barış Yıldız, Ulaş Torun, Zerrin Sümer, Şinasi Yurtsever",Turkey,"March 10, 2017",2013,,102 min,"Comedies, International Movies","On the first day of Ramadan, Ismail joins friends on a road trip to a mosque and encounters his son, who, to Ismail's chagrin, plans a hasty wedding.",102,min,2017-03-10,2017.0,3.0,['Turkey'],"['Comedies', 'International Movies']","['Ahmet Kural', 'Murat Cemcir', 'Rasim Öztekin', 'Devrim Yakut', 'Barış Yıldız', 'Ulaş Torun', 'Zerrin Sümer', 'Şinasi Yurtsever']",TV-PG,TV-MA,TV-MA
80215419,Movie,Joe Rogan: Strange Times,Anthony Giordano,Joe Rogan,,"October 2, 2018",2018,,64 min,Stand-Up Comedy,"Outspoken as ever, comedian Joe Rogan takes on current culture, pro wrestling, pot laws, cats, vegans and more in a stand-up special shot in Boston.",64,min,2018-10-02,2018.0,10.0,[],['Stand-Up Comedy'],['Joe Rogan'],TV-MA,TV-MA,TV-MA
81023638,Movie,Mi Obra Maestra,Gastón Duprat,"Guillermo Francella, Luis Brandoni, Raúl Arévalo, Andrea Frigerio, María Soldi, Mónica Duprat, Mahmoud Azim, Santiago Korovsky, Julio Marticorena, Alejandro Paker","Argentina, Spain","January 25, 2019",2018,,105 min,"Comedies, International Movies","A sly art dealer tries to revive the career of his longtime pal, a surly painter, with a risky plan that tests their morals and friendship.",105,min,2019-01-25,2019.0,1.0,"['Argentina', 'Spain']","['Comedies', 'International Movies']","['Guillermo Francella', 'Luis Brandoni', 'Raúl Arévalo', 'Andrea Frigerio', 'María Soldi', 'Mónica Duprat', 'Mahmoud Azim', 'Santiago Korovsky', 'Julio Marticorena', 'Alejandro Paker']",TV-MA,TV-MA,TV-MA
80150390,Movie,Abhinetri,A. L. Vijay,"Tamannaah Bhatia, Prabhu Deva, Sonu Sood, Sapthagiri, Murli Sharma, R.V. Udhaykumar, Joy Mathew, Hema",India,"May 1, 2018",2016,,131 min,"Comedies, International Movies, Sci-Fi & Fantasy","Due to family pressure, a corporate man reluctantly marries a woman from the village, but in their new home, she abruptly assumes a different persona.",131,min,2018-05-01,2018.0,5.0,['India'],"['Comedies', 'International Movies', 'Sci-Fi & Fantasy']","['Tamannaah Bhatia', 'Prabhu Deva', 'Sonu Sood', 'Sapthagiri', 'Murli Sharma', 'R.V. Udhaykumar', 'Joy Mathew', 'Hema']",TV-14,TV-MA,TV-MA
81079322,TV Show,Dollar,,"Adel Karam, Amel Bouchoucha",Lebanon,"August 8, 2019",2019,,1 Season,"International TV Shows, TV Dramas",Beautiful executive assistant Zeina reluctantly teams up with the self-assured Tarek to chase down an elusive dollar bill worth $1 million.,1,Season,2019-08-08,2019.0,8.0,['Lebanon'],"['International TV Shows', 'TV Dramas']","['Adel Karam', 'Amel Bouchoucha']",TV-MA,TV-MA,TV-MA
80049979,Movie,The Adderall Diaries,Pamela Romanowsky,"James Franco, Ed Harris, Amber Heard, Jim Parrack, Timothée Chalamet, Wilmer Valderrama, Cynthia Nixon, Christian Slater, Michael Cristofer, Danny Flaherty, Adam LeFevre",United States,"July 15, 2018",2015,,87 min,"Dramas, Thrillers",Author Stephen Elliott has a problem separating his own life from incidents in the life of a convicted murderer about whom he's writing a book.,87,min,2018-07-15,2018.0,7.0,['United States'],"['Dramas', 'Thrillers']","['James Franco', 'Ed Harris', 'Amber Heard', 'Jim Parrack', 'Timothée Chalamet', 'Wilmer Valderrama', 'Cynthia Nixon', 'Christian Slater', 'Michael Cristofer', 'Danny Flaherty', 'Adam LeFevre']",R,TV-MA,TV-MA
80163293,TV Show,Mak Cun,,"Erma Fatima, Rahim Razali, Umie Aida, Nora Danish",,"September 29, 2017",2015,,1 Season,"International TV Shows, TV Comedies, TV Dramas",A woman with an entrepreneurial spirit takes life into her own hands by starting a beauty cream business that inspires other women to take chances.,1,Season,2017-09-29,2017.0,9.0,[],"['International TV Shows', 'TV Comedies', 'TV Dramas']","['Erma Fatima', 'Rahim Razali', 'Umie Aida', 'Nora Danish']",TV-PG,TV-MA,TV-MA
81075536,TV Show,Glow Up,,,United Kingdom,"December 6, 2019",2019,,1 Season,"British TV Shows, International TV Shows, Reality TV","In this competition show, aspiring makeup artists navigate colorful challenges to win a career-making opportunity in the beauty industry.",1,Season,2019-12-06,2019.0,12.0,['United Kingdom'],"['British TV Shows', 'International TV Shows', 'Reality TV']",[],TV-14,TV-MA,TV-MA
81090071,Movie,American Factory,"Steven Bognar, Julia Reichert",,United States,"August 21, 2019",2019,,110 min,Documentaries,"In this documentary, hopes soar when a Chinese company reopens a shuttered factory in Ohio. But a culture clash threatens to shatter an American dream.",110,min,2019-08-21,2019.0,8.0,['United States'],['Documentaries'],[],TV-14,TV-MA,TV-MA
81147278,Movie,90 ML,Anita Udeep,"Oviya, Masoom Shankar, Bommu Lakshmi, Monisha Ram, Tej Raj, Shree Gopika, Anson Paul, Devadarshini Chetan",India,"August 13, 2019",2019,,123 min,"Comedies, International Movies, Music & Musicals",Four friends shake up their lives when they meet a new woman in their apartment complex who encourages them to embrace their wild sides.,123,min,2019-08-13,2019.0,8.0,['India'],"['Comedies', 'International Movies', 'Music & Musicals']","['Oviya', 'Masoom Shankar', 'Bommu Lakshmi', 'Monisha Ram', 'Tej Raj', 'Shree Gopika', 'Anson Paul', 'Devadarshini Chetan']",TV-14,TV-MA,TV-MA
80170690,TV Show,Rosario Tijeras,,"Bárbara de Regil, José María de Tavira, Antonio Gaona, Hernán Mendoza, Vanessa Bauche, Christian Vasquez, José Sefami, Ariel López Padilla",Mexico," May 20, 2019",2018,,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Worlds collide when a vengeance-obsessed young woman from the other side of the tracks captures the attention of two well-off friends.,2,Season,,,,['Mexico'],"['Crime TV Shows', 'International TV Shows', 'Spanish-Language TV Shows']","['Bárbara de Regil', 'José María de Tavira', 'Antonio Gaona', 'Hernán Mendoza', 'Vanessa Bauche', 'Christian Vasquez', 'José Sefami', 'Ariel López Padilla']",TV-MA,TV-MA,TV-MA
80211134,Movie,Baadshaho,Milan Luthria,"Ajay Devgn, Emraan Hashmi, Vidyut Jamwal, Ileana D'Cruz, Esha Gupta, Sanjay Mishra, Sunny Leone, Sharad Kelkar, Priyanshu Chatterjee, Denzil Smith",India,"October 16, 2017",2017,,135 min,"Action & Adventure, International Movies","In 1975, during the government-declared Emergency, thief Bhawani and his crew plan a daring robbery to reclaim his royal lover's seized treasures.",135,min,2017-10-16,2017.0,10.0,['India'],"['Action & Adventure', 'International Movies']","['Ajay Devgn', 'Emraan Hashmi', 'Vidyut Jamwal', ""Ileana D'Cruz"", 'Esha Gupta', 'Sanjay Mishra', 'Sunny Leone', 'Sharad Kelkar', 'Priyanshu Chatterjee', 'Denzil Smith']",TV-14,TV-MA,TV-MA
80197301,Movie,Maddman: The Steve Madden Story,Ben Patterson,Steve Madden,United States,"January 1, 2018",2017,,78 min,Documentaries,This documentary chronicles the rise of the footwear designer behind a billion-dollar empire and his subsequent comeback after a financial scandal.,78,min,2018-01-01,2018.0,1.0,['United States'],['Documentaries'],['Steve Madden'],TV-MA,TV-MA,TV-MA
80994423,Movie,Daffedar,Johnson Esthappan,"Tini Tom, Malavikka, Sudheer Karamana, Indrans",India,"July 1, 2018",2017,,151 min,"Dramas, International Movies","A retired government worker continues to dedicate himself to public service, but his principled ways soon clash with those of his extravagant sons.",151,min,2018-07-01,2018.0,7.0,['India'],"['Dramas', 'International Movies']","['Tini Tom', 'Malavikka', 'Sudheer Karamana', 'Indrans']",TV-PG,TV-MA,TV-MA
81072917,Movie,Gatao 2: Rise of the King,Yen Cheng-kuo,"Collin Chou, Jason Wang, Jack Kao, Tsai Chen-nan, Lu Hsueh-feng, Peng Sun",Taiwan,"May 9, 2019",2018,,126 min,"Action & Adventure, Dramas, International Movies","When a zealous gang leader plans to take out a friend-turned-rival for control of his turf, internal tensions complicate the battle to be the boss.",126,min,2019-05-09,2019.0,5.0,['Taiwan'],"['Action & Adventure', 'Dramas', 'International Movies']","['Collin Chou', 'Jason Wang', 'Jack Kao', 'Tsai Chen-nan', 'Lu Hsueh-feng', 'Peng Sun']",TV-MA,TV-MA,TV-MA
70299745,Movie,The Butterfly's Dream,Yılmaz Erdoğan,"Kıvanç Tatlıtuğ, Mert Fırat, Belçim Bilgin, Farah Zeynep Abdullah, Yılmaz Erdoğan, Ahmet Mümtaz Taylan, Taner Birsel, Selman Ünlüsoy, İpek Bilgin, Aksel Bonfil, Devrim Yakut, Salih Kalyon",Turkey,"March 10, 2017",2013,,118 min,"Dramas, International Movies, Romantic Movies","Forced to work in a coal mine during World War II, two young poets find some escape when they both fall for the same woman.",118,min,2017-03-10,2017.0,3.0,['Turkey'],"['Dramas', 'International Movies', 'Romantic Movies']","['Kıvanç Tatlıtuğ', 'Mert Fırat', 'Belçim Bilgin', 'Farah Zeynep Abdullah', 'Yılmaz Erdoğan', 'Ahmet Mümtaz Taylan', 'Taner Birsel', 'Selman Ünlüsoy', 'İpek Bilgin', 'Aksel Bonfil', 'Devrim Yakut', 'Salih Kalyon']",TV-PG,TV-MA,TV-MA
80213715,Movie,Whitney Cummings: Can I Touch It?,Marcus Raboy,Whitney Cummings,,"July 30, 2019",2019,,59 min,Stand-Up Comedy,"In her fourth stand-up special, Whitney Cummings returns to her hometown of Washington, D.C., and riffs on modern feminism, technology and more.",59,min,2019-07-30,2019.0,7.0,[],['Stand-Up Comedy'],['Whitney Cummings'],TV-MA,TV-MA,TV-MA
81035857,Movie,The Bulbul's Nest,Husam El-Gohari,"Kareem Mahmoud Abdel Aziz, Mai Selim, Sad Al-Saghir, Mahmood El-Laithi, Maher Essam, Dina",,"May 9, 2019",2013,,96 min,"Comedies, International Movies","A taxi driver longs to be a pop singer, but the road to stardom is wrought with competition and struggle until he befriends a helpful belly dancer.",96,min,2019-05-09,2019.0,5.0,[],"['Comedies', 'International Movies']","['Kareem Mahmoud Abdel Aziz', 'Mai Selim', 'Sad Al-Saghir', 'Mahmood El-Laithi', 'Maher Essam', 'Dina']",TV-MA,TV-MA,TV-MA
80131280,Movie,Sunday's Illness,Ramón Salazar,"Bárbara Lennie, Susi Sánchez, Miguel Ángel Solá, Richard Bohringer",Spain,"June 15, 2018",2017,,113 min,"Dramas, Independent Movies, International Movies","Decades after being abandoned as a young child, Chiara finds her mother and asks her to spend 10 days together in a remote location.",113,min,2018-06-15,2018.0,6.0,['Spain'],"['Dramas', 'Independent Movies', 'International Movies']","['Bárbara Lennie', 'Susi Sánchez', 'Miguel Ángel Solá', 'Richard Bohringer']",TV-14,TV-MA,TV-MA
81005091,TV Show,Love O2O,,"Shuang Zheng, Yang Yang, Rachel Momo, Bai Yu, Zheng Yecheng, Zhang He",China,"November 9, 2018",2016,,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","When a computer-science major gets dumped by her “husband” in an online role-playing game, she attracts a new proposal from the game’s top player.",1,Season,2018-11-09,2018.0,11.0,['China'],"['International TV Shows', 'Romantic TV Shows', 'TV Dramas']","['Shuang Zheng', 'Yang Yang', 'Rachel Momo', 'Bai Yu', 'Zheng Yecheng', 'Zhang He']",TV-PG,TV-MA,TV-MA
81016043,Movie,The Promise,Sophon Sakdaphisit,"Bee Namthip, Apichaya Thongkham, Thunyaphat Pattarateerachaicharoen, Panisara Rikulsurakan, Deuntem Salitul, Benjamin Joseph Varney, Suchada Poonpattanasuk, Surachai Ningsanond, Teerapop Songwaja, Duangjai Hiransri, Sawanee Utoomma, Chaleeda Gilbert",Thailand,"September 1, 2018",2017,,113 min,"Horror Movies, International Movies, Thrillers","In the wake of the 1997 financial crisis, two teens whose families face bankruptcy make a suicide pact – but one of them breaks the promise.",113,min,2018-09-01,2018.0,9.0,['Thailand'],"['Horror Movies', 'International Movies', 'Thrillers']","['Bee Namthip', 'Apichaya Thongkham', 'Thunyaphat Pattarateerachaicharoen', 'Panisara Rikulsurakan', 'Deuntem Salitul', 'Benjamin Joseph Varney', 'Suchada Poonpattanasuk', 'Surachai Ningsanond', 'Teerapop Songwaja', 'Duangjai Hiransri', 'Sawanee Utoomma', 'Chaleeda Gilbert']",TV-MA,TV-MA,TV-MA
70058017,Movie,No Reservations,Scott Hicks,"Catherine Zeta-Jones, Aaron Eckhart, Abigail Breslin, Patricia Clarkson, Jenny Wade, Bob Balaban, Brían F. O'Byrne, Lily Rabe",United States,"October 1, 2019",2007,,104 min,"Comedies, Romantic Movies","Kate, an uptight chef, finds her life turned upside down when her sister dies in a car accident and she becomes her niece's sole guardian.",104,min,2019-10-01,2019.0,10.0,['United States'],"['Comedies', 'Romantic Movies']","['Catherine Zeta-Jones', 'Aaron Eckhart', 'Abigail Breslin', 'Patricia Clarkson', 'Jenny Wade', 'Bob Balaban', ""Brían F. O'Byrne"", 'Lily Rabe']",PG,TV-MA,TV-MA
80137087,Movie,Casablancas: The Man Who Loved Women,Hubert Woroniecki,,France,"January 13, 2017",2016,,82 min,"Documentaries, International Movies",The rise and smash success of Elite modeling agency founder John Casablancas is chronicled in this biography of the man who invented the supermodel.,82,min,2017-01-13,2017.0,1.0,['France'],"['Documentaries', 'International Movies']",[],TV-14,TV-MA,TV-MA
81077065,TV Show,Terrace House: Tokyo 2019-2020,,"You, Reina Triendl, Yoshimi Tokui, Azusa Babazono, Ryota Yamasato, Shono Hayama",,"September 10, 2019",2019,,1 Season,"International TV Shows, Reality TV","Six strangers share a fabulous house in Tokyo, looking for love while living under the same roof. With no script, what happens next is all up to them.",1,Season,2019-09-10,2019.0,9.0,[],"['International TV Shows', 'Reality TV']","['You', 'Reina Triendl', 'Yoshimi Tokui', 'Azusa Babazono', 'Ryota Yamasato', 'Shono Hayama']",TV-MA,TV-MA,TV-MA
81033895,TV Show,Hardy Bucks,,"Martin Maloney, Owen Colgan, Chris Tordoff, Peter Cassidy, Tom Kilgallon, Michael Salmon, Wayne Lynch, Tommy Miller",Ireland," January 11, 2019",2018,,4 Seasons,TV Comedies,"A circle of young men entertain vague ambitions involving quick cash, women and showbiz in this mockumentary on small-town Irish life in County Mayo.",4,Season,,,,['Ireland'],['TV Comedies'],"['Martin Maloney', 'Owen Colgan', 'Chris Tordoff', 'Peter Cassidy', 'Tom Kilgallon', 'Michael Salmon', 'Wayne Lynch', 'Tommy Miller']",TV-MA,TV-MA,TV-MA
80201500,TV Show,Safe,,"Michael C. Hall, Amanda Abbington, Marc Warren, Hannah Arterton, Audrey Fleurot, Nigel Lindsay",United Kingdom,"February 5, 2019",2018,,1 Season,"British TV Shows, Crime TV Shows, International TV Shows","After his teenage daughter goes missing, a widowed surgeon in an affluent neighborhood begins unearthing dark secrets about the people closest to him.",1,Season,2019-02-05,2019.0,2.0,['United Kingdom'],"['British TV Shows', 'Crime TV Shows', 'International TV Shows']","['Michael C. Hall', 'Amanda Abbington', 'Marc Warren', 'Hannah Arterton', 'Audrey Fleurot', 'Nigel Lindsay']",TV-MA,TV-MA,TV-MA
80998491,TV Show,After Life,,"Ricky Gervais, Tom Basden, Tony Way, Diane Morgan, Mandeep Dhillon, David Bradley, Ashley Jensen, Kerry Godliman",United Kingdom,"March 8, 2019",2019,,1 Season,"British TV Shows, International TV Shows, TV Comedies","Struggling to come to terms with his wife's death, a writer for a newspaper adopts a gruff new persona in an effort to push away those trying to help.",1,Season,2019-03-08,2019.0,3.0,['United Kingdom'],"['British TV Shows', 'International TV Shows', 'TV Comedies']","['Ricky Gervais', 'Tom Basden', 'Tony Way', 'Diane Morgan', 'Mandeep Dhillon', 'David Bradley', 'Ashley Jensen', 'Kerry Godliman']",TV-MA,TV-MA,TV-MA
70176968,Movie,Tanu Weds Manu,Aanand Rai,"Madhavan, Kangana Ranaut, Jimmy Shergill, Deepak Dobriyal, Swara Bhaskar, Eijaz Khan, K.K. Raina, Rajendra Gupta, Ravi Kishan, Navni Parihar",India,"May 1, 2017",2011,,114 min,"Comedies, Dramas, International Movies","When London-based doctor Manu reluctantly returns to India to find a bride, he meets the girl of his dreams – only to discover she loves another man.",114,min,2017-05-01,2017.0,5.0,['India'],"['Comedies', 'Dramas', 'International Movies']","['Madhavan', 'Kangana Ranaut', 'Jimmy Shergill', 'Deepak Dobriyal', 'Swara Bhaskar', 'Eijaz Khan', 'K.K. Raina', 'Rajendra Gupta', 'Ravi Kishan', 'Navni Parihar']",TV-14,TV-MA,TV-MA
80066806,Movie,Tyke Elephant Outlaw,"Susan Lambert, Stefan Moore",,Australia,"December 1, 2015",2015,,78 min,"Documentaries, International Movies","This documentary recounts a 1994 incident in Honolulu in which a circus elephant attacked and killed its trainer, then ran loose on the city streets.",78,min,2015-12-01,2015.0,12.0,['Australia'],"['Documentaries', 'International Movies']",[],TV-14,TV-MA,TV-MA
80239860,TV Show,"Love, Chunibyo & Other Delusions!",,"Jun Fukuyama, Maaya Uchida, Chinatsu Akasaki, Azumi Asakura, Sumire Uesaka, Yuri Amano, Kaori Fukuhara, Mami Shitara, Soichiro Hoshi, Kikuko Inoue, Eri Sendai, Juri Nagatsuma",Japan," November 1, 2019",2014,,2 Seasons,"Anime Series, Romantic TV Shows, Teen TV Shows","High schooler Yuta wants to leave his past as a delusional weirdo behind. But his classmate Rikka has her own delusions, and she's interested in his.",2,Season,,,,['Japan'],"['Anime Series', 'Romantic TV Shows', 'Teen TV Shows']","['Jun Fukuyama', 'Maaya Uchida', 'Chinatsu Akasaki', 'Azumi Asakura', 'Sumire Uesaka', 'Yuri Amano', 'Kaori Fukuhara', 'Mami Shitara', 'Soichiro Hoshi', 'Kikuko Inoue', 'Eri Sendai', 'Juri Nagatsuma']",TV-PG,TV-MA,TV-MA
80988989,Movie,The Cakemaker,Ofir Raul Graizer,"Sarah Adler, Tim Kalkhof, Roy Miller, Zohar Shtrauss, Sandra Sade, Tamir Ben-Yehuda, Stephanie Stremler, Tagel Eliyahu","Israel, Germany","December 4, 2018",2017,,109 min,"Dramas, Independent Movies, International Movies","When a German baker travels to Jerusalem in search of his dead male lover’s family, his growing involvement with them may expose his truth.",109,min,2018-12-04,2018.0,12.0,"['Israel', 'Germany']","['Dramas', 'Independent Movies', 'International Movies']","['Sarah Adler', 'Tim Kalkhof', 'Roy Miller', 'Zohar Shtrauss', 'Sandra Sade', 'Tamir Ben-Yehuda', 'Stephanie Stremler', 'Tagel Eliyahu']",TV-14,TV-MA,TV-MA
80231601,Movie,The Darkest Dawn,,,United Kingdom,"June 23, 2018",2016,,75 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",An aspiring filmmaker records the chaos of an alien invasion while struggling to stay alive with her sister and a bickering band of survivors.,75,min,2018-06-23,2018.0,6.0,['United Kingdom'],"['Action & Adventure', 'International Movies', 'Sci-Fi & Fantasy']",[],TV-MA,TV-MA,TV-MA
80124680,Movie,Gad Gone Wild,Mario Rouleau,Gad Elmaleh,France,"January 23, 2017",2017,,57 min,Stand-Up Comedy,French comic Gad Elmaleh regales a Montreal crowd with tales of awkward mix-ups and baffling customs he's encountered since moving to the U.S.,57,min,2017-01-23,2017.0,1.0,['France'],['Stand-Up Comedy'],['Gad Elmaleh'],TV-MA,TV-MA,TV-MA
80007912,TV Show,Dinosaur King,,"Megumi Matsumoto, Matsuri Mizuguchi, Tomoko Kobashi, Asuka Tanii, Seiko Tamura, Veronica Taylor, Sebastian Arcelus, Kether Donohue, Rachael Lillis, Madeleine Blaustein",Japan," June 2, 2018",2008,,2 Seasons,"Anime Series, Kids' TV","Aided by tablets found near a downed meteorite, Max, Rex and Zoe race the evil Alpha Gang as they travel the globe in search of living dinosaurs.",2,Season,,,,['Japan'],"['Anime Series', ""Kids' TV""]","['Megumi Matsumoto', 'Matsuri Mizuguchi', 'Tomoko Kobashi', 'Asuka Tanii', 'Seiko Tamura', 'Veronica Taylor', 'Sebastian Arcelus', 'Kether Donohue', 'Rachael Lillis', 'Madeleine Blaustein']",TV-Y7-FV,TV-MA,TV-MA
80213712,Movie,Grass Is Greener,Fab Five Freddie,,,"April 20, 2019",2019,,98 min,Documentaries,It lit up jazz and hip-hop – and ignited a war on drugs steeped in racial injustice. Experts explore America's complicated relationship with weed.,98,min,2019-04-20,2019.0,4.0,[],['Documentaries'],[],TV-MA,TV-MA,TV-MA
80158301,TV Show,46,Serdar Akar,"Erdal Beşikçioğlu, Yasemin Allen, Melis Birkan, Saygın Soysal, Berkan Şal, Metin Belgin, Ayça Eren, Selin Uludoğan, Özay Fecht, Suna Yıldızoğlu",Turkey,"July 1, 2017",2016,,1 Season,"International TV Shows, TV Dramas, TV Mysteries","A genetics professor experiments with a treatment for his comatose sister that blends medical and shamanic cures, but unlocks a shocking side effect.",1,Season,2017-07-01,2017.0,7.0,['Turkey'],"['International TV Shows', 'TV Dramas', 'TV Mysteries']","['Erdal Beşikçioğlu', 'Yasemin Allen', 'Melis Birkan', 'Saygın Soysal', 'Berkan Şal', 'Metin Belgin', 'Ayça Eren', 'Selin Uludoğan', 'Özay Fecht', 'Suna Yıldızoğlu']",TV-14,TV-MA,TV-MA
80231658,TV Show,No Good Nick,,"Melissa Joan Hart, Sean Astin, Siena Agudong, Lauren Lindsey Donzis, Kalama Epstein",United States," August 5, 2019",2019,,2 Seasons,"Kids' TV, TV Comedies, TV Dramas","A family finds their lives turned upside down when a teenage con artist shows up on their doorstep, claiming she's a distant relative.",2,Season,,,,['United States'],"[""Kids' TV"", 'TV Comedies', 'TV Dramas']","['Melissa Joan Hart', 'Sean Astin', 'Siena Agudong', 'Lauren Lindsey Donzis', 'Kalama Epstein']",TV-PG,TV-MA,TV-MA
80132964,Movie,Best Worst Thing That Ever Could Have Happened,Lonny Price,"Stephen Sondheim, Harold Prince, Jason Alexander, Mandy Patinkin, Lonny Price",United States,"March 18, 2017",2016,,97 min,Documentaries,"The cast and crew of the 1981 Broadway musical ""Merrily We Roll Along"" recall joy and heartbreak during the production of a surefire hit that wasn't.",97,min,2017-03-18,2017.0,3.0,['United States'],['Documentaries'],"['Stephen Sondheim', 'Harold Prince', 'Jason Alexander', 'Mandy Patinkin', 'Lonny Price']",TV-14,TV-MA,TV-MA
81044496,Movie,The Burial of Kojo,"Sam ""Blitz"" Bazawule","Cynthia Dankwa, Ama K. Abebrese, Joseph Otsiman, Kobina Amissah Sam, Mamley Djangmah, Henry Adofo, Anima Misa, Brian Angels","Ghana, United States","March 31, 2019",2018,,81 min,"Dramas, Independent Movies, International Movies","When a man is left to die inside an illegal gold mine, his daughter travels through a magical landscape to save him.",81,min,2019-03-31,2019.0,3.0,"['Ghana', 'United States']","['Dramas', 'Independent Movies', 'International Movies']","['Cynthia Dankwa', 'Ama K. Abebrese', 'Joseph Otsiman', 'Kobina Amissah Sam', 'Mamley Djangmah', 'Henry Adofo', 'Anima Misa', 'Brian Angels']",TV-14,TV-MA,TV-MA
80014727,Movie,Last Knights,Kazuaki Kiriya,"Clive Owen, Morgan Freeman, Cliff Curtis, Aksel Hennie, Peyman Moaadi, Ayelet Zurer, Shohreh Aghdashloo, Tsuyoshi Ihara, Ahn Sung-kee","United Kingdom, South Korea","August 1, 2019",2015,,115 min,Action & Adventure,A nobleman who values his people's well-being over his emperor's edicts is killed. His knights vow revenge.,115,min,2019-08-01,2019.0,8.0,"['United Kingdom', 'South Korea']",['Action & Adventure'],"['Clive Owen', 'Morgan Freeman', 'Cliff Curtis', 'Aksel Hennie', 'Peyman Moaadi', 'Ayelet Zurer', 'Shohreh Aghdashloo', 'Tsuyoshi Ihara', 'Ahn Sung-kee']",R,TV-MA,TV-MA
70266679,Movie,The Rover,David Michôd,"Guy Pearce, Robert Pattinson, Scoot McNairy, David Field, Anthony Hayes, Gillian Jones, Susan Prior, Nash Edgerton","Australia, United States","July 19, 2018",2014,,103 min,"International Movies, Thrillers","Set in a chaotic future, this Outback saga follows loner Eric's brutal ordeal when a criminal gang takes his car and leaves him nowhere with nothing.",103,min,2018-07-19,2018.0,7.0,"['Australia', 'United States']","['International Movies', 'Thrillers']","['Guy Pearce', 'Robert Pattinson', 'Scoot McNairy', 'David Field', 'Anthony Hayes', 'Gillian Jones', 'Susan Prior', 'Nash Edgerton']",R,TV-MA,TV-MA
81029848,Movie,Bucket List,Tejas Prabha Vijay Deoskar,"Madhuri Dixit, Sumeet Raghvan, Renuka Shahane, Milind Pathak, Vandana Gupte, Pradeep Velankar, Shubha Khote, Resham Tipnis",India,"November 5, 2018",2018,,129 min,"Dramas, International Movies","After getting a heart transplant, a 40-year-old homemaker in Pune makes the life-changing decision to complete the bucket list of her 20-year-old donor.",129,min,2018-11-05,2018.0,11.0,['India'],"['Dramas', 'International Movies']","['Madhuri Dixit', 'Sumeet Raghvan', 'Renuka Shahane', 'Milind Pathak', 'Vandana Gupte', 'Pradeep Velankar', 'Shubha Khote', 'Resham Tipnis']",TV-14,TV-MA,TV-MA
81063743,Movie,Manusangada,Amshan Kumar,"Rajeev Anand, Manimegalai, A.S. Sasi Kumar, Vidhur Rajarajan, Sheela Rajkumar, Sethu Darwin, Anand Sampath, Karuna Prasad",India,"February 2, 2019",2017,,93 min,"Dramas, Independent Movies, International Movies","When caste discrimination prevents a villager from giving his deceased father a rightful burial, he takes his fight for equality to court.",93,min,2019-02-02,2019.0,2.0,['India'],"['Dramas', 'Independent Movies', 'International Movies']","['Rajeev Anand', 'Manimegalai', 'A.S. Sasi Kumar', 'Vidhur Rajarajan', 'Sheela Rajkumar', 'Sethu Darwin', 'Anand Sampath', 'Karuna Prasad']",TV-14,TV-MA,TV-MA
